id,direction,signal_time,entry_time,exit_time,outcome,entry,stop,exit,risk,net_pnl,commission
1,BUY,2024-01-01 18:00,2024-01-01 19:00,2024-01-02 21:00,time,43111.10,42803.64,44788.27,307.46,531.20,14.29
2,SELL,2024-01-03 11:00,2024-01-03 12:00,2024-01-04 13:00,time,43702.89,44290.65,43378.11,587.76,100.78,15.60
3,BUY,2024-01-08 12:00,2024-01-08 13:00,2024-01-09 13:00,time,45111.10,44554.51,46166.36,556.59,385.71,17.44
4,BUY,2024-01-11 14:00,2024-01-11 15:00,2024-01-11 15:00,sl,48571.21,47579.68,47579.68,991.53,,
5,SELL,2024-01-12 15:00,2024-01-12 16:00,2024-01-15 14:00,time,44462.00,45101.88,42852.55,639.88,538.94,15.03
6,SELL,2024-01-18 16:00,2024-01-18 17:00,2024-01-19 19:00,time,41948.99,42294.39,41808.08,345.40,66.24,28.01
7,SELL,2024-01-22 04:00,2024-01-22 05:00,2024-01-22 05:00,sl,40786.41,41056.62,41056.62,270.21,,
8,BUY,2024-01-26 10:00,2024-01-26 11:00,2024-01-27 09:00,time,40692.64,40344.13,41470.01,348.51,490.14,27.35
9,BUY,2024-01-28 04:00,2024-01-28 05:00,2024-01-28 05:00,sl,42720.33,42480.28,42480.28,240.05,,
10,BUY,2024-01-29 16:00,2024-01-29 17:00,2024-01-30 23:00,sl,43200.01,42754.54,42754.54,445.47,-264.66,23.29
11,SELL,2024-02-04 06:00,2024-02-04 07:00,2024-02-04 09:00,sl,42746.13,42916.37,42916.37,170.24,-73.87,14.85
12,BUY,2024-02-07 20:00,2024-02-07 21:00,2024-02-10 11:00,time,44131.37,43775.89,46884.22,355.48,446.69,7.51
13,BUY,2024-02-11 03:00,2024-02-11 04:00,2024-02-11 07:00,sl,48519.60,48100.99,48100.99,418.61,-271.64,28.11
14,BUY,2024-02-12 15:00,2024-02-12 16:00,2024-02-12 16:00,sl,49917.80,49389.17,49389.17,528.63,,
15,BUY,2024-02-14 08:00,2024-02-14 09:00,2024-02-15 22:00,time,50758.00,50092.84,51327.27,665.16,46.37,4.57
16,SELL,2024-02-17 13:00,2024-02-17 14:00,2024-02-17 20:00,sl,51188.80,51484.57,51484.57,295.77,-280.45,41.48
17,BUY,2024-02-20 13:00,2024-02-20 14:00,2024-02-20 14:00,sl,52840.14,52414.09,52414.09,426.05,,
18,BUY,2024-02-24 17:00,2024-02-24 18:00,2024-02-25 17:00,time,51533.99,51261.32,51378.49,272.67,-44.27,11.01
19,SELL,2024-02-26 09:00,2024-02-26 10:00,2024-02-26 13:00,sl,50950.00,51248.75,51248.75,298.75,-68.04,9.94
20,BUY,2024-02-26 15:00,2024-02-26 16:00,2024-02-29 18:00,time,52842.33,52444.15,60982.35,398.18,1172.56,8.26
21,BUY,2024-03-04 08:00,2024-03-04 09:00,2024-03-05 17:00,sl,65241.08,64374.75,64374.75,866.33,-273.53,19.04
22,SELL,2024-03-05 19:00,2024-03-05 20:00,2024-03-05 21:00,sl,61410.98,63632.78,63632.78,2221.80,-64.01,1.75
23,BUY,2024-03-11 07:00,2024-03-11 08:00,2024-03-12 17:00,time,71019.99,70046.51,70507.38,973.48,-37.12,4.50
24,SELL,2024-03-22 13:00,2024-03-22 14:00,2024-03-22 15:00,sl,63058.61,64132.41,64132.41,1073.80,-65.41,3.66
25,BUY,2024-03-25 14:00,2024-03-25 15:00,2024-03-27 16:00,sl,69377.20,68451.06,68451.06,926.14,-65.99,4.57
26,SELL,2024-04-01 05:00,2024-04-01 06:00,2024-04-01 07:00,sl,69167.47,69725.35,69725.35,557.88,-68.70,7.61
27,SELL,2024-04-02 02:00,2024-04-02 03:00,2024-04-03 05:00,time,66996.01,67977.61,66320.41,981.60,37.69,4.13
28,BUY,2024-04-04 17:00,2024-04-04 18:00,2024-04-04 20:00,sl,68849.18,68098.39,68098.39,750.79,-265.99,22.23
29,BUY,2024-04-06 22:00,2024-04-06 23:00,2024-04-09 07:00,time,69056.00,68590.64,70765.70,465.36,210.05,8.96
30,SELL,2024-04-12 17:00,2024-04-12 18:00,2024-04-14 23:00,time,68140.01,68888.07,65330.29,748.06,889.70,21.65
31,SELL,2024-04-24 14:00,2024-04-24 15:00,2024-04-25 18:00,time,65234.86,65808.50,64703.99,573.64,211.52,29.50
32,SELL,2024-04-30 19:00,2024-04-30 20:00,2024-04-30 21:00,sl,59292.95,60320.72,60320.72,1027.77,-280.06,15.40
33,SELL,2024-05-01 07:00,2024-05-01 08:00,2024-05-01 18:00,sl,57500.00,58607.49,58607.49,1107.49,-68.16,3.39
34,BUY,2024-05-03 12:00,2024-05-03 13:00,2024-05-06 13:00,time,60641.00,59856.89,63593.99,784.11,237.52,5.10
35,BUY,2024-05-13 07:00,2024-05-13 08:00,2024-05-14 06:00,sl,62334.36,61765.19,61765.19,569.17,-291.06,28.61
36,BUY,2024-05-15 12:00,2024-05-15 13:00,2024-05-16 15:00,time,63757.57,63143.35,65598.70,614.22,185.55,6.76
37,SELL,2024-05-19 19:00,2024-05-19 20:00,2024-05-20 01:00,sl,66034.01,66515.73,66515.73,481.72,-296.15,35.82
38,BUY,2024-05-20 16:00,2024-05-20 17:00,2024-05-21 16:00,time,68190.06,67572.92,69827.00,617.14,161.59,7.11
39,SELL,2024-05-23 13:00,2024-05-23 14:00,2024-05-24 16:00,time,68036.14,68766.79,68326.46,730.65,-126.42,24.04
