symbol,window,trade_id,direction,outcome,net_pnl,realized_r,consec_loss,in_streak_ge_n,same_side_run,same_side_loss_run,atr_pct,channel_atr,breakout_atr,adx,bars_held,bars_since_prev_exit
BTCUSDT,2020-2023,1,SELL,sl,-116.1703,-1.0000,1,1,1,1,0.004135,3.3799,0.8730,18.3474,6.00,
BTCUSDT,2020-2023,2,SELL,sl,-110.9334,-1.0000,2,1,2,2,0.005470,3.8883,1.3656,32.5135,11.00,7.00
BTCUSDT,2020-2023,3,BUY,sl,-104.3451,-1.0000,3,1,1,1,0.009776,5.9332,0.7117,47.0443,4.00,6.00
BTCUSDT,2020-2023,4,BUY,sl,-102.7485,-1.0000,4,1,2,2,0.010550,6.5315,0.0774,43.5665,4.00,3.00
BTCUSDT,2020-2023,5,BUY,sl,-106.0902,-1.0000,5,1,3,3,0.006086,3.1720,1.2156,26.0469,19.00,29.00
BTCUSDT,2020-2023,6,BUY,sl,-105.1524,-1.0000,6,1,4,4,0.005948,4.1038,1.2566,30.7816,10.00,6.00
BTCUSDT,2020-2023,7,BUY,time,457.9410,4.9936,0,0,5,0,0.006966,5.6584,1.6869,24.8509,42.00,10.00
BTCUSDT,2020-2023,8,SELL,sl,-105.6081,-1.0000,1,0,1,1,0.008800,8.2359,0.4922,31.8451,2.00,24.00
BTCUSDT,2020-2023,9,SELL,sl,-104.1649,-1.0000,2,0,2,2,0.009181,5.2789,0.0160,18.9454,6.00,11.00
BTCUSDT,2020-2023,11,BUY,sl,-101.1153,-1.0000,3,0,1,1,0.012386,4.6106,0.5605,36.0415,5.00,12.00
BTCUSDT,2020-2023,12,BUY,time,502.1922,5.4033,0,0,2,0,0.005872,2.8850,1.5237,19.0314,49.00,68.00
BTCUSDT,2020-2023,13,BUY,sl,-108.5839,-1.0000,1,0,3,1,0.007727,4.2267,0.2161,12.9335,6.00,28.00
BTCUSDT,2020-2023,14,BUY,sl,-109.1307,-1.0000,2,0,4,2,0.006428,3.1041,2.6728,12.2891,4.00,38.00
BTCUSDT,2020-2023,15,SELL,time,-37.0111,-0.3091,3,0,1,1,0.009646,4.6884,1.4920,20.3631,57.00,6.00
BTCUSDT,2020-2023,16,SELL,time,125.1179,1.4088,0,0,2,0,0.005305,5.4979,0.1184,29.9614,32.00,33.00
BTCUSDT,2020-2023,17,BUY,time,1219.4400,12.4872,0,0,1,0,0.005242,4.2952,0.0310,19.6311,145.00,46.00
BTCUSDT,2020-2023,18,SELL,sl,-123.7838,-1.0000,1,0,1,1,0.005766,3.4347,0.2465,13.7065,3.00,14.00
BTCUSDT,2020-2023,20,SELL,time,-16.8216,-0.0685,2,0,2,2,0.007851,4.5451,0.2473,12.2089,38.00,34.00
BTCUSDT,2020-2023,21,BUY,time,473.5483,4.4499,0,0,1,0,0.005518,4.5190,1.0904,14.9788,64.00,5.00
BTCUSDT,2020-2023,22,BUY,sl,-128.4665,-1.0000,1,0,2,1,0.005306,4.1990,0.5070,10.2846,31.00,19.00
BTCUSDT,2020-2023,23,BUY,time,88.4405,0.8768,0,0,3,0,0.007170,3.0957,3.2840,38.7286,41.00,35.00
BTCUSDT,2020-2023,25,SELL,sl,-123.5097,-1.0000,1,1,1,1,0.007793,6.2368,0.8701,37.9894,5.00,80.00
BTCUSDT,2020-2023,26,SELL,sl,-119.8074,-1.0000,2,1,2,2,0.010327,3.9822,0.2839,28.9356,14.00,14.00
BTCUSDT,2020-2023,27,BUY,sl,-120.2359,-1.0000,3,1,1,1,0.008244,5.1708,0.5307,19.1568,28.00,15.00
BTCUSDT,2020-2023,28,BUY,sl,-119.9006,-1.0000,4,1,2,2,0.007438,4.5929,0.1932,22.3688,7.00,40.00
BTCUSDT,2020-2023,29,BUY,sl,-126.5849,-1.0000,5,1,3,3,0.004090,3.8395,1.8333,12.4445,22.00,32.00
BTCUSDT,2020-2023,30,SELL,time,705.4975,6.6354,0,0,1,0,0.007979,4.9301,0.9154,30.7875,135.00,37.00
BTCUSDT,2020-2023,31,BUY,time,-85.9748,-0.6694,1,0,1,1,0.008270,5.0946,0.6356,24.8928,18.00,8.00
BTCUSDT,2020-2023,32,BUY,time,219.7767,2.0326,0,0,2,0,0.006625,3.2080,0.1946,23.5036,64.00,41.00
BTCUSDT,2020-2023,33,SELL,time,1335.2530,11.6202,0,0,1,0,0.005700,3.6953,1.4742,13.0688,65.00,1.00
BTCUSDT,2020-2023,36,SELL,time,1222.1300,9.4934,0,0,2,0,0.014874,3.7858,0.5726,31.9446,87.00,44.00
BTCUSDT,2020-2023,37,SELL,sl,-144.1846,-1.0000,1,0,3,1,0.036127,4.6744,0.4306,24.4756,18.00,9.00
BTCUSDT,2020-2023,38,BUY,time,331.9547,2.4072,0,0,1,0,0.018572,4.2416,1.3817,12.0316,35.00,57.00
BTCUSDT,2020-2023,39,BUY,sl,-147.4712,-1.0000,1,0,2,1,0.022944,6.0811,0.3227,43.9855,6.00,84.00
BTCUSDT,2020-2023,41,BUY,sl,-150.5079,-1.0000,2,0,3,2,0.010870,3.6470,0.4118,13.1484,4.00,58.00
BTCUSDT,2020-2023,42,SELL,time,178.5766,1.3255,0,0,1,0,0.012349,3.4279,2.7290,16.3458,54.00,19.00
BTCUSDT,2020-2023,43,BUY,time,-63.3520,-0.3956,1,0,1,1,0.013271,5.5992,0.3029,41.0149,37.00,6.00
BTCUSDT,2020-2023,44,SELL,sl,-151.5506,-1.0000,2,0,1,1,0.009477,4.5156,0.3402,25.6449,7.00,12.00
BTCUSDT,2020-2023,45,BUY,time,237.6003,1.7574,0,0,1,0,0.011203,4.7197,0.3538,30.1605,41.00,3.00
BTCUSDT,2020-2023,46,BUY,time,265.4523,1.9411,0,0,2,0,0.008800,3.5690,0.7545,14.6078,40.00,61.00
BTCUSDT,2020-2023,48,SELL,time,46.4295,0.3791,0,0,1,0,0.011294,3.9318,1.6203,35.0647,55.00,57.00
BTCUSDT,2020-2023,49,BUY,sl,-159.6425,-1.0000,1,1,1,1,0.006794,3.5717,0.7992,25.9758,8.00,2.00
BTCUSDT,2020-2023,50,SELL,sl,-151.5213,-1.0000,2,1,1,1,0.012619,4.9183,0.4853,35.0844,20.00,2.00
BTCUSDT,2020-2023,51,SELL,sl,-153.3365,-1.0000,3,1,2,2,0.008681,3.9121,0.6234,16.2997,18.00,40.00
BTCUSDT,2020-2023,52,BUY,sl,-148.6449,-1.0000,4,1,1,1,0.011861,6.1239,0.7811,32.9187,1.00,2.00
BTCUSDT,2020-2023,53,BUY,sl,-145.5158,-1.0000,5,1,2,2,0.014807,6.4108,0.0533,31.2072,14.00,13.00
BTCUSDT,2020-2023,54,BUY,sl,-151.7774,-1.0000,6,1,3,3,0.006571,3.9327,1.6221,28.4049,2.00,25.00
BTCUSDT,2020-2023,57,SELL,sl,-144.1219,-1.0000,7,1,1,1,0.011624,5.0202,0.7133,32.4788,2.00,52.00
BTCUSDT,2020-2023,58,BUY,time,165.1545,1.3191,0,0,1,0,0.007147,3.5877,0.0425,21.6147,23.00,34.00
BTCUSDT,2020-2023,59,BUY,time,2667.7476,19.6535,0,0,2,0,0.007197,5.1369,0.9734,35.0001,241.00,7.00
BTCUSDT,2020-2023,60,SELL,sl,-171.0377,-1.0000,1,0,1,1,0.013892,4.0406,0.1514,21.7548,14.00,11.00
BTCUSDT,2020-2023,61,BUY,sl,-171.7314,-1.0000,2,0,1,1,0.010355,4.6237,0.9482,15.7109,5.00,13.00
BTCUSDT,2020-2023,62,BUY,sl,-171.6364,-1.0000,3,0,2,2,0.008861,4.3858,1.3287,19.5958,12.00,25.00
BTCUSDT,2020-2023,63,BUY,time,196.2266,1.3014,0,0,3,0,0.011359,3.7370,0.8494,25.2893,41.00,15.00
BTCUSDT,2020-2023,64,SELL,sl,-169.7015,-1.0000,1,0,1,1,0.011023,4.0189,0.0684,25.9769,8.00,1.00
BTCUSDT,2020-2023,65,SELL,sl,-163.5700,-1.0000,2,0,2,2,0.020126,2.7431,4.6602,37.9034,34.00,9.00
BTCUSDT,2020-2023,66,BUY,time,520.8511,3.3950,0,0,1,0,0.009860,4.0774,0.6478,10.2522,39.00,49.00
BTCUSDT,2020-2023,68,BUY,sl,-173.3891,-1.0000,1,1,2,1,0.009231,3.5176,2.0889,17.0479,9.00,58.00
BTCUSDT,2020-2023,69,BUY,sl,-170.8928,-1.0000,2,1,3,2,0.009769,6.4091,0.1458,24.6410,4.00,4.00
BTCUSDT,2020-2023,70,SELL,sl,-169.6732,-1.0000,3,1,1,1,0.009381,3.8068,1.6588,17.6926,1.00,58.00
BTCUSDT,2020-2023,71,SELL,time,-91.0493,-0.5221,4,1,2,2,0.011315,5.6624,1.4010,48.7065,20.00,22.00
BTCUSDT,2020-2023,72,BUY,sl,-169.5575,-1.0000,5,1,1,1,0.007469,4.8738,0.0039,20.5911,5.00,16.00
BTCUSDT,2020-2023,73,SELL,sl,-166.9139,-1.0000,6,1,1,1,0.008023,4.1551,0.8489,26.1149,4.00,33.00
BTCUSDT,2020-2023,74,SELL,sl,-161.9546,-1.0000,7,1,2,2,0.010680,4.7759,1.4267,35.3479,7.00,3.00
BTCUSDT,2020-2023,75,BUY,time,341.0500,2.3542,0,0,1,0,0.007349,4.7354,1.6446,18.4164,48.00,52.00
BTCUSDT,2020-2023,76,BUY,sl,-168.3424,-1.0000,1,1,2,1,0.007208,3.8328,1.8396,15.2831,3.00,36.00
