symbol,window,trade_id,direction,outcome,net_pnl,realized_r,consec_loss,in_streak_ge_n,same_side_run,same_side_loss_run,atr_pct,channel_atr,breakout_atr,adx,bars_held,bars_since_prev_exit
ETHUSDT,2024-2026,186,SELL,time,-82.2792,-0.5593,4,0,1,1,0.017018,3.6119,0.4490,31.8450,16.00,21.00
ETHUSDT,2024-2026,187,BUY,time,184.8499,1.4104,0,0,1,0,0.011803,4.7502,0.2393,29.8674,29.00,8.00
ETHUSDT,2024-2026,188,BUY,sl,-149.5325,-1.0000,1,1,2,1,0.008279,3.7555,0.3019,17.1217,52.00,36.00
ETHUSDT,2024-2026,189,SELL,sl,-145.7512,-1.0000,2,1,1,1,0.010463,4.6338,0.2161,20.5689,3.00,3.00
ETHUSDT,2024-2026,190,SELL,sl,-142.5483,-1.0000,3,1,2,2,0.012939,4.1264,0.0700,19.8951,5.00,4.00
ETHUSDT,2024-2026,191,SELL,sl,-143.3979,-1.0000,4,1,3,3,0.009655,3.8552,0.2603,21.7245,1.00,15.00
ETHUSDT,2024-2026,192,BUY,sl,-141.0016,-1.0000,5,1,1,1,0.010492,4.3888,0.5646,30.2968,1.00,10.00
ETHUSDT,2024-2026,193,BUY,time,565.5075,4.3750,0,0,2,0,0.010493,5.3248,0.1903,21.0016,94.00,6.00
ETHUSDT,2024-2026,194,SELL,sl,-154.8690,-1.0000,1,0,1,1,0.005094,3.2458,0.9413,15.1986,2.00,3.00
ETHUSDT,2024-2026,195,SELL,sl,-146.5868,-1.0000,2,0,2,2,0.008068,4.3318,0.4356,30.0849,5.00,22.00
ETHUSDT,2024-2026,196,SELL,time,265.7760,2.0457,0,0,3,0,0.010866,4.3016,0.3090,36.5446,41.00,2.00
ETHUSDT,2024-2026,197,BUY,time,187.3606,1.4380,0,0,1,0,0.010256,6.7366,0.2515,27.6450,28.00,7.00
ETHUSDT,2024-2026,198,SELL,sl,-154.5713,-1.0000,1,0,1,1,0.005731,4.3962,0.0974,14.2045,15.00,41.00
ETHUSDT,2024-2026,199,BUY,sl,-149.0439,-1.0000,2,0,1,1,0.007444,3.2088,1.3399,16.1305,11.00,20.00
ETHUSDT,2024-2026,200,BUY,sl,-143.7629,-1.0000,3,0,2,2,0.010661,4.2039,0.1981,14.6236,6.00,7.00
ETHUSDT,2024-2026,201,SELL,time,-43.4530,-0.2602,4,0,1,1,0.010403,4.7335,0.8228,20.2943,20.00,23.00
ETHUSDT,2024-2026,202,SELL,time,620.0767,4.7036,0,0,2,0,0.010937,5.3829,0.8085,34.1725,48.00,1.00
ETHUSDT,2024-2026,203,BUY,sl,-144.7573,-1.0000,1,0,1,1,0.018144,6.1775,0.5422,23.1305,5.00,10.00
ETHUSDT,2024-2026,204,SELL,sl,-145.7457,-1.0000,2,0,1,1,0.012404,5.5540,0.2087,24.1033,11.00,11.00
ETHUSDT,2024-2026,205,SELL,sl,-144.1111,-1.0000,3,0,2,2,0.012572,5.6873,0.3681,19.9907,12.00,6.00
ETHUSDT,2024-2026,206,BUY,time,82.7456,0.6555,0,0,1,0,0.015206,3.2389,0.3669,18.6090,44.00,18.00
ETHUSDT,2024-2026,207,SELL,time,73.2442,0.6269,0,0,1,0,0.007461,4.7452,0.1876,13.0213,23.00,15.00
ETHUSDT,2024-2026,208,SELL,sl,-146.8464,-1.0000,1,0,2,1,0.009248,3.6340,0.3467,23.4022,2.00,80.00
ETHUSDT,2024-2026,209,BUY,time,1110.7007,8.3179,0,0,1,0,0.005896,3.0506,0.7540,15.8338,131.00,56.00
ETHUSDT,2024-2026,210,SELL,time,979.0053,6.7737,0,0,1,0,0.006901,4.9837,2.1664,18.3006,68.00,3.00
ETHUSDT,2024-2026,211,SELL,time,15.7425,0.1758,0,0,2,0,0.008863,4.4546,0.7651,14.6370,24.00,68.00
ETHUSDT,2024-2026,212,BUY,time,50.4118,0.3984,0,0,1,0,0.008765,3.0177,1.4618,15.1127,19.00,31.00
ETHUSDT,2024-2026,213,BUY,time,-77.2351,-0.4293,1,1,2,1,0.010597,3.8927,0.0368,16.0957,19.00,24.00
ETHUSDT,2024-2026,214,SELL,sl,-164.4759,-1.0000,2,1,1,1,0.012745,5.6255,0.0568,30.0370,17.00,4.00
ETHUSDT,2024-2026,215,SELL,sl,-163.2762,-1.0000,3,1,2,2,0.011958,6.4369,0.1324,21.1126,5.00,8.00
ETHUSDT,2024-2026,216,BUY,sl,-159.3395,-1.0000,4,1,1,1,0.015765,5.4463,0.3011,25.3291,3.00,4.00
ETHUSDT,2024-2026,217,SELL,time,-104.4250,-0.6120,5,1,1,1,0.008584,3.8736,0.3584,15.4045,20.00,70.00
ETHUSDT,2024-2026,218,BUY,time,8.6373,0.1105,0,0,1,0,0.012586,2.6902,0.5948,23.4503,22.00,8.00
ETHUSDT,2024-2026,219,BUY,sl,-169.5502,-1.0000,1,0,2,1,0.005214,4.6922,0.0910,19.2085,3.00,32.00
ETHUSDT,2024-2026,220,SELL,time,677.8840,4.6756,0,0,1,0,0.005589,3.8441,0.1736,16.8993,23.00,15.00
ETHUSDT,2024-2026,221,BUY,time,167.0960,1.1292,0,0,1,0,0.012351,3.6035,0.4800,19.3018,53.00,54.00
ETHUSDT,2024-2026,222,SELL,time,1567.2447,10.0420,0,0,1,0,0.008989,7.4222,0.9371,23.6790,48.00,11.00
